title,id,authors,concepts
The effect of ISM absorption on stellar activity measurements and its relevance for exoplanet studies,https://openalex.org/W2586149822,Tommi Koskinen,"Astrophysics,Physics,Stars,Exoplanet,Interstellar medium,Absorption (acoustics),Spectral line,Astronomy,Planet,Absorption spectroscopy,Galaxy,Optics"
Effect of stellar flares on the upper atmospheres of HD 189733b and HD 209458b,https://openalex.org/W2765763996,Tommi Koskinen,"Physics,Astrophysics,Exoplanet,Planet,Astronomy,Transit (satellite),Atmosphere (unit),Atmospheric escape,Orbital inclination,Flare,Stars,Solar flare,Arithmetic,Mathematics,Binary number,Public transport,Political science,Law,Thermodynamics"
The Colorado Ultraviolet Transit Experiment (CUTE): a dedicated cubesat mission for the study of exoplanetary mass loss and magnetic fields,https://openalex.org/W2922470773,Tommi Koskinen,"CubeSat,Planet,Transit (satellite),Physics,Remote sensing,Aerospace engineering,Astronomy,Optics,Astrobiology,Satellite,Geology,Engineering,Public transport,Transport engineering"
A Workload Characterization for the Internet of Medical Things (IoMT),https://openalex.org/W2738086696,"Ankur Limaye,Tosiron Adegbija","Computer science,The Internet,Workload,Enhanced Data Rates for GSM Evolution,Benchmark (surveying),Suite,Edge computing,Distributed computing,Computer network,Operating system,Artificial intelligence,Geodesy,Archaeology,History,Geography"
Exploiting Configurability as a Defense against Cache Side Channel Attacks,https://openalex.org/W2737156100,,"Side channel attack,Computer science,Cache,Computer security,Computer network,Embedded system,Cryptography"
Coding for Efficient Caching in Multicore Embedded Systems,https://openalex.org/W2739143824,"Tosiron Adegbija,Ravi Tandon","Computer science,Cache,False sharing,Multi-core processor,Leverage (statistics),Latency (audio),Parallel computing,CPU cache,Overhead (engineering),Cache coherence,Distributed computing,Embedded system,Cache algorithms,Operating system,Telecommunications,Machine learning"
TaPT: Temperature-Aware Dynamic Cache Optimization for Embedded Systems,https://openalex.org/W2779586541,Tosiron Adegbija,"Cache,Computer science,Overhead (engineering),Energy consumption,Heuristics,Frequency scaling,Embedded system,Power management,Distributed computing,Parallel computing,Power (physics),Operating system,Engineering,Physics,Quantum mechanics,Electrical engineering"
PACT: Priority-Aware Phase-Based Cache Tuning for Embedded Systems,https://openalex.org/W2737418938,,"Cache,Computer science,Embedded system,Cache algorithms,Cache pollution,Energy consumption,Cache-oblivious algorithm,Cache invalidation,Smart Cache,Cache coloring,Parallel computing,CPU cache,Distributed computing,Operating system,Ecology,Biology"
Application-Specific Autonomic Cache Tuning for General Purpose GPUs,https://openalex.org/W2763107225,"Sam Gianelli,Edward Richter,Daniel Jiménez,Hugo A. Valdez,Tosiron Adegbija","Computer science,Cache pollution,Cache,Cache coloring,Cache algorithms,Cache invalidation,Smart Cache,Page cache,Parallel computing,Cache-oblivious algorithm,CPU cache"
The Consequences of Overlapping G-Quadruplexes and i-Motifs in the Platelet-Derived Growth Factor Receptor β Core Promoter Nuclease Hypersensitive Element Can Explain the Unexpected Effects of Mutations and Provide Opportunities for Selective Targeting of Both Structures by Small Molecules To Downregulate Gene Expression,https://openalex.org/W2611414349,"Robert V. Brown,Ting Wang,Venkateshwar Reddy Chappeta,Guanhui Wu,Buket Onel,Reena Chawla,Hector Quijada,Sara M. Camp,Eddie T. Chiang,Quinea R. Lassiter,Carmen Lee,Shivani Phanse,Megan A. Turnidge,Joe G.N. Garcia,Vijay Gokhale,Danzhou Yang,Laurence H. Hurley","Point mutation,Chemistry,G-quadruplex,Nuclease,Mutation,Gene,Molecular biology,Cell biology,DNA,Biology,Biochemistry"
"Endothelial cell signaling and ventilator-induced lung injury: molecular mechanisms, genomic analyses, and therapeutic targets",https://openalex.org/W2567012577,"Ting Wang,Ankit A. Desai,Evgeny A. Zemskov,Xiaomin Wu,Jason X.‐J. Yuan,Joe G.N. Garcia,Stephen M. Black","ARDS,Endothelium,Immunology,Lung,Inflammation,Biology,Medicine,Internal medicine,Genetics"
Identification of Jak-STAT signaling involvement in sarcoidosis severity via a novel microRNA-regulated peripheral blood mononuclear cell gene signature,https://openalex.org/W2660950608,"Nancy G. Casanova,Nima Pouladi,Ting Wang,Yves A. Lussier,Kenneth S. Knox,Joe G.N. Garcia","Sarcoidosis,Peripheral blood mononuclear cell,microRNA,Medicine,Immunology,Gene expression,Gene signature,Gene,Systemic disease,Internal medicine,Biology,Immunopathology,Genetics,In vitro"
TLR4-NOX2 axis regulates the phagocytosis and killing of Mycobacterium tuberculosis by macrophages,https://openalex.org/W2771683711,"Gabriel T. Kelly,Yin Chen,Ting Wang","TLR4,Phagocytosis,Macrophage,Innate immune system,Mycobacterium tuberculosis,Lipopolysaccharide,Microbiology,Toll-like receptor,Immune system,Immunology,Medicine,Flow cytometry,Tuberculosis,Cell biology,Biology,Biochemistry,In vitro,Pathology"
Particulate matter disrupts human lung endothelial cell barrier integrity via Rho‐dependent pathways,https://openalex.org/W2538106203,"Ting Wang,Yoshinori Shimizu,Xiaomin Wu,Gabriel T. Kelly,Xiaoyan Xu,Yin Chen,Joe G.N. Garcia","RHOA,Rho-associated protein kinase,Cell biology,Stress fiber,Myosin light-chain kinase,Myosin-light-chain phosphatase,Oxidative stress,Cytoskeleton,Guanine nucleotide exchange factor,Phosphorylation,Actin cytoskeleton,Reactive oxygen species,Phosphatase,Myosin,Signal transduction,Medicine,Biology,Biochemistry,Cell,Focal adhesion"
Dysregulated Nox4 ubiquitination contributes to redox imbalance and age-related severity of acute lung injury,https://openalex.org/W2570412191,"Sunny Palumbo,Yoo Jin Shin,Kareem Ahmad,Ankit A. Desai,Hector Quijada,Mohamed Mohamed,A. Knox,Saad Sammani,Brett A. Colson,Ting Wang,Joe G.N. Garcia,Louise Hecker","NOX4,Senescence,ARDS,Bronchoalveolar lavage,Population,Downregulation and upregulation,Medicine,Lipopolysaccharide,Immunology,Lung,Biology,NADPH oxidase,Oxidative stress,Endocrinology,Internal medicine,Biochemistry,Environmental health,Gene"
Epigenetic contribution of the myosin light chain kinase gene to the risk for acute respiratory distress syndrome,https://openalex.org/W2493635333,"Ting Wang,Joe G.N. Garcia","ARDS,Medicine,CpG site,Epigenetics,Internal medicine,Biology,Genetics,DNA methylation,Gene,Gene expression,Lung"
Hyper-activation of pp60 Src limits nitric oxide signaling by increasing asymmetric dimethylarginine levels during acute lung injury,https://openalex.org/W2549468083,"Xutong Sun,Satish Noonepalle,Qing Lü,Evgeny A. Zemskov,Ting Wang,Ankit A. Desai,Ning Qu,Jason X.‐J. Yuan,Ruslan Rafikov,Joe G.N. Garcia","Peroxynitrite,Enos,Nitric oxide,Proto-oncogene tyrosine-protein kinase Src,Chemistry,Asymmetric dimethylarginine,Nitrotyrosine,Nitric oxide synthase,Phosphorylation,RHOA,Cell biology,Endothelial dysfunction,Signal transduction,Biochemistry,Endocrinology,Biology,Superoxide,Arginine,Organic chemistry,Amino acid,Enzyme"
"Quantitative assessment of HLA-DQ gene polymorphisms with the development of hepatitis B virus infection, clearance, liver cirrhosis, and hepatocellular carcinoma",https://openalex.org/W2774934252,Ting Wang,"Medicine,Hepatocellular carcinoma,China,Cirrhosis,Immunology,Virology,Internal medicine,Geography,Archaeology"
Self-Association and Conformational Stability of NAMPT Protein,https://openalex.org/W2585648123,"Trivikram R. Molugu,Udeep Chawla,Annie Huang,Radu C. Oita,Ting Wang,Michael F. Brown,Joe G.N. Garcia","Nicotinamide phosphoribosyltransferase,NAD+ kinase,Nicotinamide adenine dinucleotide,Biochemistry,Circular dichroism,Enzyme,Chemistry,Protein folding,Protein structure,Biology,Biophysics"
Epigenetic contribution of the myosin light chain kinase gene to the risk for acute respiratory distress syndrome,https://openalex.org/W2921745630,"Ting Wang,Joe G.N. Garcia","ARDS,Epigenetics,Medicine,Myosin light-chain kinase,Population,Internal medicine,Genetics,Bioinformatics,Biology,Gene,Lung,Phosphorylation,Environmental health"
EXPRESS: Particulate Matter Disrupts Human Lung Endothelial Cell Barrier Integrity via Rho-dependent Pathways,https://openalex.org/W4247346990,"Ting Wang,Yoshinori Shimizu,Xiaomin Wu,Gabriel T. Kelly,Xiaoyan Xu","Medicine,Cell biology,Lung,Endothelial stem cell,Particulates,Pathology,Neuroscience,In vitro,Internal medicine,Biochemistry,Ecology,Chemistry,Biology"
"High resolution, high speed, long working distance, large field of view confocal fluorescence microscope",https://openalex.org/W2760908646,"Shaun Pacheco,YangQuan Chen,Monica K. Chawla,Minhkhoi Nguyen,Brend K. Baggett,Urs Utzinger,Carol A. Barnes,Rongguang Liang","Confocal,Microscope,Confocal microscopy,Optics,4Pi microscope,Resolution (logic),Fluorescence microscope,Materials science,Fluorescence-lifetime imaging microscopy,Microscopy,Fluorescence,Computer science,Physics,Artificial intelligence,Multiphoton fluorescence microscope"
Ultraminiature optical design for multispectral fluorescence imaging endoscopes,https://openalex.org/W2602834027,"Tyler Tate,Molly Keenan,Urs Utzinger,Jennifer K. Barton","Optics,Multispectral image,Materials science,Fluorescence-lifetime imaging microscopy,Optical fiber,Endoscope,Lens (geology),Field of view,Optoelectronics,Fluorescence,Physics,Computer science,Medicine,Computer vision,Radiology"
Roles of APOBEC3A and APOBEC3B in Human Papillomavirus Infection and Disease Progression,https://openalex.org/W2748606802,Koenraad Van Doorslaer,"Cytidine deaminase,APOBEC,Biology,Mutagenesis,Virology,Virus,Cytidine,Genome,Mutation,Cancer research,Immunology,Genetics,Enzyme,Gene,Biochemistry"
Unique genome organization of non-mammalian papillomaviruses provides insights into the evolution of viral early proteins,https://openalex.org/W2763876765,"Koenraad Van Doorslaer,Simona Kraberger,Arvind Varsani","Biology,Phylogenetic tree,Genome,Ranavirus,Clade,Bovine papillomavirus,Phylogenetics,Zoology,Virology,Evolutionary biology,Virus,Genetics,Gene"
Assessing trait‐based scaling theory in tropical forests spanning a broad temperature gradient,https://openalex.org/W2761640534,"Brian J. Enquist,Brian S. Maitner,Sean T. Michaletz,Vanessa Buzzard,Christopher E. Doughty","Primary production,Biomass (ecology),Ecosystem,Trait,Ecology,Productivity,Environmental science,Climate change,Tropical climate,Elevation (ballistics),Tropics,Atmospheric sciences,Global change,Biology,Mathematics,Geometry,Macroeconomics,Computer science,Economics,Programming language,Geology"
Toward a theory for diversity gradients: the abundance-adaptation hypothesis,https://openalex.org/W2583544600,"Sean T. Michaletz,Vanessa Buzzard,Brian J. Enquist","Biology,Ecology,Taxon,Abundance (ecology),Adaptation (eye),Habitat,Clade,Niche,Invertebrate,Temperate climate,Niche differentiation,Relative species abundance,Phylogenetics,Neuroscience,Biochemistry,Gene"
Correspondence: Reply to ‘Analytical flaws in a continental-scale forest soil microbial diversity study’,https://openalex.org/W2623497430,"Vanessa Buzzard,Sean T. Michaletz,Brian J. Enquist","Scale (ratio),Diversity (politics),Soil science,Environmental science,Ecology,Biology,Geography,Cartography,Sociology,Anthropology"
Rotating stars in relativity,https://openalex.org/W2951193387,Vasileios Paschalidis,"Physics,Stars,Theory of relativity,General relativity,Classical mechanics,Quark star,Gravitation,Numerical relativity,Instability,Spacetime,Theoretical physics,Astrophysics,Strange matter,Mechanics,Quantum mechanics"
"The bidirectional gut-brain-microbiota axis as a potential nexus between traumatic brain injury, inflammation, and disease",https://openalex.org/W2614123838,"Mark Sundman,Nan‐kuei Chen,Vignesh Subbian,Ying-hui Chou","Gut–brain axis,Traumatic brain injury,Neuroscience,Gut flora,Immune system,Disease,Central nervous system,Inflammation,Biology,Medicine,Bioinformatics,Immunology,Pathology,Psychiatry"
Translational bioinformatics in mental health: open access data sources and computational biomarker discovery,https://openalex.org/W2770397037,Vignesh Subbian,"Data science,Mental health,Translational research,Biomarker discovery,Genomics,Set (abstract data type),Computer science,Omics,Big data,Computational biology,Bioinformatics,Medicine,Biology,Data mining,Psychiatry,Proteomics,Genome,Biotechnology,Gene,Biochemistry,Programming language"
Tissue Augmentation with Allograft Adipose Matrix For the Diabetic Foot in Remission,https://openalex.org/W2765702484,"Tala B Shahin,Kairavi Vaishnav,Marcy Watchman,Vignesh Subbian,Ethan E. Larson","Medicine,Adipose tissue,Diabetic foot,Surgery,Diabetes mellitus,Foot (prosody),Internal medicine,Endocrinology,Linguistics,Philosophy"
Promoting Ethical and Professional Responsibility in Biomedical Informatics Education,https://openalex.org/W2946317102,Vignesh Subbian,"Engineering ethics,Health Administration Informatics,Curriculum,Informatics,Engineering informatics,Bioethics,Health informatics,Health care,Confidentiality,Social responsibility,Medical education,Political science,Medicine,Public relations,Sociology,Pedagogy,Engineering,Law"
Transitioning to Adulthood in the Wake of the Great Recession: Context and Consequences,https://openalex.org/W2755526804,"Patrick Wightman,Megan E. Patrick","Recession,Young adult,Context (archaeology),Great recession,Early adulthood,Psychology,Developmental psychology,Demographic economics,Demography,Geography,Economics,Sociology,Labour economics,Keynesian economics,Archaeology"
Molecular mapping of Zika spread,https://openalex.org/W2618309338,Michael Worobey,"Zika virus,Outbreak,Geography,Genome,Biology,Evolutionary biology,Transmission (telecommunications),Virology,Virus,Genetics,Electrical engineering,Gene,Engineering"
Maternal antibodies' role in immunity—Response,https://openalex.org/W2588062276,Michael Worobey,"Immunity,Antibody,Antibody response,Immunology,Immune system,Biology"
Do maternal antibodies facilitate hemagglutinin imprinting to influenza A viruses encountered early in childhood?,https://openalex.org/W2591900734,Michael Worobey,"Imprinting (psychology),Original antigenic sin,Biology,Virology,Immune system,Antigen,Virus,Hemagglutinin (influenza),Population,Antibody,Immunology,Antigenic drift,Medicine,Genetics,Gene,Environmental health"
Cloud‐resolving model intercomparison of an MC3E squall line case: Part I—Convective updrafts,https://openalex.org/W2744023109,Xiquan Dong,"Squall line,Weather Research and Forecasting Model,Mesoscale meteorology,Environmental science,Atmospheric sciences,Wind shear,Meteorology,Convection,Outflow,Cloud physics,Wind speed,Climatology,Geology,Physics,Cloud computing,Computer science,Operating system"
Quantifying the Uncertainties of Reanalyzed Arctic Cloud and Radiation Properties Using Satellite Surface Observations,https://openalex.org/W2734610517,"Yiyi Huang,Xiquan Dong,Shaoyue Qiu","Environmental science,Arctic,Climatology,Longwave,Shortwave,Shortwave radiation,Satellite,Radiative transfer,Atmospheric sciences,Outgoing longwave radiation,Atmosphere (unit),Meteorology,Radiation,Geology,Geography,Oceanography,Physics,Convection,Quantum mechanics,Astronomy"
Derivation of aerosol profiles for MC3E convection studies and use in simulations of the 20 May squall line case,https://openalex.org/W2614650722,"Xiquan Dong,Jingyu Wang","Squall line,Outflow,Aerosol,Mesoscale meteorology,Atmospheric sciences,Convection,Ice crystals,Environmental science,Middle latitudes,Climatology,Meteorology,Geology,Physics"
The footprints of 16 year trends of Arctic springtime cloud and radiation properties on September sea ice retreat,https://openalex.org/W2586897246,"Yiyi Huang,Xiquan Dong","Sea ice,Arctic,Climatology,Environmental science,Arctic sea ice decline,Arctic ice pack,Shortwave radiation,Arctic geoengineering,Oceanography,Atmospheric sciences,Antarctic sea ice,Geology,Radiation,Physics,Quantum mechanics"
Evaluation of Reanalyzed Precipitation Variability and Trends Using the Gridded Gauge-Based Analysis over the CONUS,https://openalex.org/W2724762267,"Wenjun Cui,Xiquan Dong","Precipitation,Climatology,Environmental science,Conus,Terrain,Quantitative precipitation forecast,Snow,Meteorology,Geology,Geography,Paleontology,Cartography"
Cloud-radiation-precipitation associations over the Asian monsoon region: an observational analysis,https://openalex.org/W2572149619,Xiquan Dong,"Climatology,Precipitation,Environmental science,Shortwave,Atmospheric sciences,Outgoing longwave radiation,Monsoon,Cloud fraction,Cloud forcing,Longwave,East Asian Monsoon,Albedo (alchemy),Cloud cover,Climate model,Radiative transfer,Climate change,Cloud computing,Meteorology,Geography,Geology,Convection,Physics,Computer science,Operating system,Art,Oceanography,Quantum mechanics,Art history,Performance art"
Effects of environment forcing on marine boundary layer cloud‐drizzle processes,https://openalex.org/W2605022624,"Peng Wu,Xiquan Dong","Drizzle,Wind shear,Atmospheric sciences,Planetary boundary layer,Boundary layer,Meteorology,Turbulence kinetic energy,Environmental science,Wind stress,Turbulence,Wind speed,Geology,Physics,Mechanics,Precipitation"
Intercomparisons of marine boundary layer cloud properties from the ARM CAP‐MBL campaign and two MODIS cloud products,https://openalex.org/W2581073437,Xiquan Dong,"Environmental science,Moderate-resolution imaging spectroradiometer,Cloud top,Liquid water path,Cloud computing,Meteorology,Remote sensing,Ceilometer,Effective radius,Cloud height,Correlation coefficient,Boundary layer,Cloud cover,Atmospheric sciences,Satellite,Lidar,Aerosol,Geology,Physics,Computer science,Quantum mechanics,Astronomy,Machine learning,Galaxy,Operating system,Thermodynamics"
"Sloan Digital Sky Survey IV: Mapping the Milky Way, Nearby Galaxies, and the Distant Universe",https://openalex.org/W2593224863,"Chad F. Bender,Kátia Cunha,Xiaohui Fan","Physics,Astronomy,Observatory,Galaxy,Astrophysics,Sky,Milky Way,Quasar,LAMOST,Redshift,Active galactic nucleus,Galactic astronomy,Extragalactic astronomy,Telescope,Luminous infrared galaxy"
The 13th Data Release of the Sloan Digital Sky Survey: First Spectroscopic Data from the SDSS-IV Survey Mapping Nearby Galaxies at Apache Point Observatory,https://openalex.org/W3101285323,Xiaohui Fan,"Physics,Observatory,Sky,Stars,Galaxy,Astrophysics,Data reduction,Astronomy,Database,Computer science,Data mining"
The Sloan Digital Sky Survey Quasar Catalog: Twelfth data release,https://openalex.org/W2603624303,Xiaohui Fan,"Quasar,Physics,Astrophysics,Redshift,Photometry (optics),Sky,Boss,Astronomy,Emission spectrum,Spectral line,Galaxy,Stars,Materials science,Metallurgy"
Physical Properties of 15 Quasars at<i>z</i>≳ 6.5,https://openalex.org/W2763201488,Xiaohui Fan,"Quasar,Physics,Astrophysics,Redshift,Supermassive black hole,Galaxy,Population,Emission spectrum,Luminosity,Astronomy,Spectral line,Demography,Sociology"
Rapidly star-forming galaxies adjacent to quasars at redshifts exceeding 6,https://openalex.org/W2618808078,Xiaohui Fan,"Physics,Astrophysics,Elliptical galaxy,Astronomy,Quasar,Peculiar galaxy,Luminous infrared galaxy,Radio galaxy,Galaxy group,Galaxy,Lenticular galaxy,Population,Demography,Sociology"
Discovery of an Enormous Ly<i>α</i>Nebula in a Massive Galaxy Overdensity at<i>z</i>= 2.3,https://openalex.org/W3105372954,"Zheng Cai,Xiaohui Fan,Ann I. Zabludoff,Ian D. McGreer,Richard Green,Brenda Frye","Physics,Astrophysics,Nebula,QSOS,Galaxy,Surface brightness,Redshift,Photoionization,Luminosity,Astronomy,COSMIC cancer database,Stars,Ionization,Ion,Quantum mechanics"
Copious Amounts of Dust and Gas in a <i>z</i> = 7.5 Quasar Host Galaxy,https://openalex.org/W3098667503,Xiaohui Fan,"Physics,Astrophysics,Quasar,Galaxy,Redshift,Astronomy,Star formation,Interstellar medium,Luminosity,Extinction (optical mineralogy),Active galactic nucleus,Optics"
Mapping the Most Massive Overdensities through Hydrogen (MAMMOTH). II. Discovery of the Extremely Massive Overdensity BOSS1441 at<i>z</i>= 2.32,https://openalex.org/W2544536272,"Zheng Cai,Xiaohui Fan,Ann I. Zabludoff,Ian D. McGreer,Brenda Frye,Richard Green","Physics,QSOS,Astrophysics,Redshift,Sky,Galaxy,Intergalactic travel,Intergalactic medium,Galaxy cluster"
High Lyman Continuum Escape Fraction in a Lensed Young Compact Dwarf Galaxy at <i>z</i> = 2.5,https://openalex.org/W2594201772,"Xiaohui Fan,Ian D. McGreer","Physics,Astrophysics,Galaxy,Dwarf galaxy,Star formation,Astronomy,Irregular galaxy,Redshift,Interacting galaxy"
Project Overview of the Beijing–Arizona Sky Survey,https://openalex.org/W2591887429,"Xiaohui Fan,Ian D. McGreer,Michael P. Lesser","Sky,Observatory,Beijing,Limiting magnitude,Telescope,Astronomy,Physics,Remote sensing,Limiting,Astrophysics,Geography,China,Archaeology,Mechanical engineering,Engineering"
First Discoveries of<i>z</i>&gt; 6 Quasars with the DECam Legacy Survey and UKIRT Hemisphere Survey,https://openalex.org/W3104918330,"Feige Wang,Xiaohui Fan,Jinyi Yang,Qian Yang,Ian D. McGreer,Jieqiong Ding,Richard Green","Quasar,Astrophysics,Physics,Sky,Redshift,Absolute magnitude,Population,Magnitude (astronomy),Luminosity,Astronomy,Galaxy,Demography,Sociology"
Gas Dynamics of a Luminous<i>z</i>= 6.13 Quasar ULAS J1319+0950 Revealed by ALMA High-resolution Observations,https://openalex.org/W2735068436,Xiaohui Fan,"Physics,Astrophysics,Supermassive black hole,Submillimeter Array,Galaxy,Quasar,Millimeter,Astronomy,Mass ratio,RADIUS,Emission spectrum,Galaxy rotation curve,Galaxy formation and evolution,Star formation,Spectral line,Computer security,Computer science"
Physical Properties of the First Quasars,https://openalex.org/W3098514114,Xiaohui Fan,"Quasar,Physics,Supermassive black hole,Astrophysics,Galaxy,Astronomy,Galaxy formation and evolution,Universe,Millimeter"
Boötes-HiZELS: an optical to near-infrared survey of emission-line galaxies at z = 0.4–4.7,https://openalex.org/W2591549833,Xiaohui Fan,"Physics,Astrophysics,Redshift,Galaxy,Luminosity,Emission spectrum,Line (geometry),Star formation,Spectroscopy,Doubly ionized oxygen,Luminous infrared galaxy,Spectral line,Astronomy,Geometry,Mathematics"
Cosmic Reionization on Computers: Properties of the Post-reionization IGM,https://openalex.org/W2368349982,Xiaohui Fan,"Reionization,Physics,COSMIC cancer database,Redshift,Astrophysics,Opacity,Flux (metallurgy),Spectral line,Astronomy,Galaxy,Optics,Materials science,Metallurgy"
Discovery of 16 New<i>z</i>∼ 5.5 Quasars: Filling in the Redshift Gap of Quasar Color Selection,https://openalex.org/W3105660012,"Jinyi Yang,Xiaohui Fan,Feige Wang,Ian D. McGreer,Richard Green,Minghao Yue,Jieqiong Ding","Quasar,Physics,Redshift,Astrophysics,Sky,OVV quasar,Reionization,Astronomy,Galaxy"
The Extremely Luminous Quasar Survey in the SDSS Footprint. I. Infrared-based Candidate Selection,https://openalex.org/W3103927840,"Jan–Torge Schindler,Xiaohui Fan,Ian D. McGreer,Richard Green","Quasar,Physics,Astrophysics,Redshift,Photometry (optics),Sky,OVV quasar,Astronomy,Galaxy,Photometric redshift,Luminosity function,Population,Stars,Demography,Sociology"
Quasar Photometric Redshifts and Candidate Selection: A New Algorithm Based on Optical and Mid-infrared Photometric Data,https://openalex.org/W2767087803,"Qian Yang,Xiaohui Fan,Ian D. McGreer,Richard Green,Jan–Torge Schindler","Physics,Quasar,Astrophysics,Photometry (optics),Redshift,Photometric redshift,Galaxy,Luminosity function,Stars,Astronomy"
The First Data Release of the Beijing-Arizona Sky Survey,https://openalex.org/W2591019326,"Zheng Cai,Xiaohui Fan,Michael P. Lesser,Zefeng Li,Ian D. McGreer,Xiaohan Wu,Qian Yang","Physics,Sky,Beijing,Telescope,Astronomy,Astrophysics,Extinction (optical mineralogy),Remote sensing,Geography,Archaeology,Optics,China"
A<i>Magellan</i>M2FS Spectroscopic Survey of Galaxies at 5.5 &lt;<i>z</i>&lt; 6.8: Program Overview and a Sample of the Brightest Ly<i>α</i>Emitters,https://openalex.org/W2747496010,"Xiaohui Fan,Edward W. Olszewski","Galaxy,Physics,Redshift,Astrophysics,Reionization,Sky,Astronomy,Spectrograph,Spectral line"
Constraining C iii] Emission in a Sample of Five Luminous z = 5.7 Galaxies,https://openalex.org/W2604371987,"Jieqiong Ding,Xiaohui Fan,Daniel P. Stark,Ian D. McGreer","Physics,Astrophysics,Galaxy,Wide Field Camera 3,Hubble Deep Field,Reionization,Equivalent width,Flux (metallurgy),Emission spectrum,RADIUS,Doubly ionized oxygen,Astronomy,Redshift,Hubble space telescope,Spectral line,Materials science,Computer security,Computer science,Metallurgy"
Probing the Metal Enrichment of the Intergalactic Medium at <i>z</i> = 5–6 Using the <i>Hubble Space Telescope</i>,https://openalex.org/W3102364838,Xiaohui Fan,"Physics,Astrophysics,Galaxy,Intergalactic travel,Intergalactic medium,Hubble space telescope,Redshift,Star formation,Hubble Ultra-Deep Field,Quasar,Astronomy,Hubble Deep Field"
Milliarcsecond Imaging of the Radio Emission from the Quasar with the Most Massive Black Hole at Reionization,https://openalex.org/W2580970903,Xiaohui Fan,"Physics,Astrophysics,Quasar,Very Long Baseline Array,Brightness,Active galactic nucleus,Redshift,Reionization,Astronomy,X-shaped radio galaxy,Radio galaxy,Brightness temperature,Supermassive black hole,Galaxy,Position angle,Surface brightness"
XMM–Newton observation of the ultraluminous quasar SDSS J010013.02+280225.8 at redshift 6.326,https://openalex.org/W2614801696,Xiaohui Fan,"Physics,Astrophysics,Quasar,Redshift,Luminosity,Flux (metallurgy),Eddington luminosity,Accretion (finance),Astronomy,Spectral energy distribution,Photon,Galaxy,Materials science,Quantum mechanics,Metallurgy"
SCUSSu-BAND EMISSION AS A STAR-FORMATION-RATE INDICATOR,https://openalex.org/W3106289938,"Xiaohui Fan,Michael P. Lesser","Physics,Astrophysics,Balmer series,Sky,Galaxy,Extinction (optical mineralogy),Star formation,Stellar population,Population,Luminosity,Infrared,Luminous infrared galaxy,Astronomy,Emission spectrum,Spectral line,Optics,Demography,Sociology"
The Physical Constraints on a New LoBAL QSO atz= 4.82,https://openalex.org/W2593797382,"Richard Green,Xiaohui Fan,Peter Milne","Redshift,Astrophysics,QSOS,Physics,Quasar,Emission spectrum,Reionization,Galaxy,Eddington luminosity,Ionization,Spectral line,Black hole (networking),Line (geometry),Luminosity,Astronomy,Ion,Geometry,Mathematics,Quantum mechanics,Computer network,Routing protocol,Routing (electronic design automation),Computer science,Link-state routing protocol"
A Hubble Space Telescope imaging study of four FeLoBAL quasar host galaxies,https://openalex.org/W2772680983,"M. Vestergaard,Xiaohui Fan","Physics,Quasar,Astrophysics,Galaxy,Astronomy,Active galactic nucleus"
"Erratum: “Exploratory Chandra Observation of the Ultraluminous Quasar SDSS J010013.02+280225.8 at Redshift 6.30” (2016, ApJL, 823, L37)",https://openalex.org/W2620731376,Xiaohui Fan,"Physics,Redshift,Quasar,Astrophysics,Astronomy,Galaxy"
"High Lyman Continuum Escape Fraction in a Lensed Young Compact Dwarf
  Galaxy at $z=2.5$",https://openalex.org/W2952963485,"Xiaohui Fan,Ian D. McGreer","Astrophysics,Physics,Galaxy,Dwarf galaxy,Star formation,Redshift,Irregular galaxy,Flux (metallurgy),Astronomy,Interacting galaxy,Chemistry,Organic chemistry"
Acquisitions or Mergers? International Students’ Satisfaction with Work Availability,https://openalex.org/W2775480517,"Xiaojie Li,Jenny Lee","Work (physics),Mergers and acquisitions,Psychology,Higher education,International education,Job satisfaction,Medical education,Marketing,Business,Social psychology,Economic growth,Medicine,Engineering,Economics,Finance,Mechanical engineering"
Hippocampal synaptic and neural network deficits in young mice carrying the human <i><scp>APOE</scp>4</i> gene,https://openalex.org/W2743308848,"Xiaokuang Ma,Shen Qiu,Jie Wu","Hippocampal formation,Apolipoprotein E,Dendritic spine,Neuroscience,Hippocampus,Long-term potentiation,Neural facilitation,Biology,Psychology,Internal medicine,Medicine,Excitatory postsynaptic potential,Receptor,Inhibitory postsynaptic potential,Disease"
Review of recent progress on single-frequency fiber lasers,https://openalex.org/W2588393062,"Xiushan Zhu,Robert A. Norwood,Nasser Peyghambarian","Fiber laser,Laser,Optoelectronics,Fiber,Materials science,Optics,Physics,Composite material"
Pulsed fluoride fiber lasers at 3 μm [Invited],https://openalex.org/W2569292554,"Xiushan Zhu,Gongwen Zhu,Wei Chen,Leonid V. Kotov,Junfeng Wang,Meiping Tong,Robert A. Norwood,N. Peyghambarian","ZBLAN,Fiber laser,Materials science,Laser,Optoelectronics,Fiber,Optics,Wavelength,Physics,Composite material"
Fiber lasers and their applications: introduction,https://openalex.org/W2594743572,Xiushan Zhu,"Fiber laser,Laser,Fiber,Materials science,Optoelectronics,Computer science,Optics,Physics,Composite material"
